Nature du Format;nom_destination;indicatif;Valeur niveau Fraude
4;CHILE TELCOY;5644;A
4;POLAND OLO;48433067;A
4;SOUTH AFRICA PRS;2711459452;C
4;DOMINICAN REP LOCAL OTHER;180950881;A
4;COLOMBIA GSM MOVISTAR;57319;A
4;MEXICO ZONE2;52641;A
4;DOMINICAN REP LOCAL OTHER;180928731;A
4;CHILE RUR;56732974;A
4;MEXICO GSM ZONE2;521614;A
4;THAILAND GSM DTAC;6688905;A
4;BRAZIL GSM;5511596;A
4;DOMINICAN REP GSM;1809938;A
4;COSTA RICA GSM;5068;A
4;POLAND OLO;48815800;A
4;ALBANIA AMC;35529650;B
4;DOMINICAN REP LOCAL OTHER;1809289;A
4;POLAND OLO;48893003;A
4;AUSTRALIA GSM TELSTR;61448;A
4;UK GSM HI3G;447445;A
4;DOMINICAN REP LOCAL OTHER;180972607;A
4;DOMINICAN REP GSM ORANGE;1849925;A
4;SOUTH AFRICA PRS;27583300;C
4;NORWAY GSM TELENOR;475800020;A
4;DOMINICAN REP LOCAL OTHER;18093697;A
4;BRAZIL GSM;55189;A
4;INDIA GSM;9184948;A
4;DOMINICA GSM;1767225;B
4;DOMINICAN REP GSM ORANGE;1829920;A
4;BRAZIL GSM;5521980;A
4;INDIA GSM;9175768;A
4;GUADELOUPE GSM ORA;59069070;A
4;ALBANIA AMC;35587184;B
4;MOROCCO GSM IAM;212689;E
4;POLAND OLO;48614232;A
4;FRENCH GUIANA GSM ONLY;59469400;A
4;INDIA GSM;917022;A
4;DOMINICAN REP GSM ORANGE;1849627;A
4;POLAND OLO;4844718;A
4;POLAND OLO;48583286;A
4;INDIA GSM RELIANCE;917879;A
4;INDIA GSM;918553;A
4;DOMINICAN REP LOCAL OTHER;18095816;A
4;KYRGYZSTAN GSM;996205;B
4;INDIA GSM;9187528;A
4;UK GSM VODAFONE;447384;A
4;ARGENTINA CITIES;54341;A
4;DOMINICAN REP GSM ORANGE;1849750;A
4;MEXICO ZONE2;52836;A
4;BURKINA FASO GSM TELMOB;22672;D
4;POLAND OLO;4,82E+13;A
4;SPAIN GSM ORANGE;34693;A
4;LITHUANIA PRS;37066911110;G
4;CAPE VERDE GSM;23853;C
4;CHILE RUR;5675197;A
4;INDIA GSM;9181840;A
4;POLAND OLO;486122;A
4;POLAND GSM ORANGE;48517;A
4;SOUTH AFRICA PRS;27215276;C
4;INDIA GSM;9178180;A
4;POLAND OLO;4815813;A
4;RUSSIA ZONE 5;7346;A
4;DOMINICAN REP GSM;1809667;A
4;CHINA GSM;86176;A
4;SOUTH AFRICA PRS;27180650;C
4;UKRAINE CITIES;38044;B
4;SOUTH AFRICA PRS;27228800;C
4;SOUTH AFRICA PRS;2712001;C
4;DOMINICAN REP LOCAL OTHER;18093699;A
4;INDIA GSM;9175410;A
4;DOMINICAN REP LOCAL OTHER;180928589;A
4;POLAND OLO;48447198;A
4;SWEDEN GSM TELIA;46731212;A
4;SWEDEN GSM TELIA;467270;A
4;BRAZIL GSM;55567;A
4;BURUNDI GSM;25776;E
4;POLAND OLO;4,83E+13;A
4;MOROCCO GSM;2126;E
4;LATVIA GSM LMT;371202;A
4;BOLIVIA RURAL;5912275;B
4;POLAND GSM;4873;C
4;DOMINICAN REP GSM;1829250;A
4;SOMALIA GSM;25220;E
4;SWEDEN GSM HI3G;467231;A
4;MEXICO GSM ZONE2;521971;A
4;BRAZIL GSM;552881;A
4;THAILAND GSM DTAC;668541;A
4;POLAND GSM ERA;487803;A
4;SPAIN GSM ORANGE;34651;A
4;UK GSM O2;447922;A
4;POLAND GSM PM4;485370;A
4;COLOMBIA GSM OLA;57302;A
4;DOMINICAN REP GSM;1809259;A
4;UK GSM VODAFONE;447470;A
4;SLOVAKIA GSM EUROTEL;421910;A
4;DOMINICAN REP GSM;1849210;A
4;POLAND GSM PM4;48730;A
4;BRAZIL GSM;55656;A
4;ALBANIA AMC;35526523;B
4;POLAND OLO;4861306;A
4;INDIA GSM VODAFONE;919586;A
4;SOUTH AFRICA PRS;27512504;C
4;DOMINICAN REP GSM;1829841;A
4;SOUTH AFRICA PRS;27107770;C
4;INDIA CITIES;9144;A
4;BRAZIL GSM;55927;A
4;POLAND GSM PLUS;4869908;A
4;POLAND GSM;4888;C
4;GUADELOUPE GSM ORA;59069026;A
4;DOMINICAN REP GSM ORANGE;1849802;A
4;INDIA GSM;9185949;A
4;INDIA GSM;9187499;A
4;POLAND OLO;48227333;A
4;USA;1202;A
4;THAILAND GSM DTAC;6690686;A
4;POLAND OLO;48413732;A
4;CHILE RUR;56422198;A
4;SOUTH AFRICA PRS;27100070;C
4;UK GSM O2;447907;A
4;ICELAND GSM;354780;A
4;SOUTH AFRICA PRS;2787502;C
4;KAZAKHSTAN ALMATY;77273;A
4;DOMINICAN REP LOCAL OTHER;180947298;A
4;POLAND OLO;48184000;A
4;INDIA GSM;9186268;A
4;DOMINICAN REP GSM VIVA;1849230;A
4;BRAZIL GSM;552180;A
4;NORWAY GSM NETCOM;479835;A
4;POLAND OLO;488933;A
4;THAILAND GSM DTAC;66824;A
4;POLAND OLO;48447168;A
4;UK GSM TMOBILE;447931;A
4;JAMAICA GSM DIGICEL;1876648;B
4;THAILAND GSM DTAC;668144;A
4;ST PIERRE;508;B
4;INDIA GSM;9177839;A
4;INDIA GSM VODAFONE;918930;A
4;POLAND OLO;48413757;A
4;THAILAND GSM DTAC;668143;A
4;UK GSM O2;447754;A
4;ROMANIA GSM COSMOROM;40786;A
4;USA;1469;A
4;INDIA GSM;917702;A
4;DOMINICAN REP LOCAL OTHER;18095495;A
4;INDIA GSM RELIANCE;919024;A
4;TONGA GSM;67649;G
4;UK GSM O2;447430;A
4;LATVIA OLO;37167666;E
4;POLAND OLO;48172834;A
4;DOMINICAN REP GSM;1809322;A
4;SOUTH AFRICA PRS;27230070;C
4;INDIA GSM VODAFONE;918980;A
4;MEXICO ZONE3;52739;A
4;INDIA GSM;918675;A
4;MEXICO ZONE3;52499;A
4;DOMINICAN REP LOCAL OTHER;18097947;A
4;BOLIVIA RURAL;59146321;B
4;ALBANIA AMC;35586972;B
4;SOUTH AFRICA PRS;27216200;C
4;INDIA GSM;9182820;A
4;INDIA GSM;9184909;A
4;DOMINICAN REP GSM ORANGE;1849881;A
4;POLAND OLO;48585886;A
4;SWEDEN GSM TELIA;467673;A
4;NETHERLANDS GSM TMOB;31614;A
4;POLAND OLO;4891443;A
4;INDIA GSM;9186730;A
4;BRAZIL GSM;55897;A
4;UK GSM ORANGE;447815;A
4;MAURITANIA GSM MAURITEL;22246;E
4;SURINAME GSM;59773;C
4;FRENCH GUIANA GSM ONLY;59469403;A
4;INDIA GSM;9184150;A
4;CHILE RUR;56582196;A
4;DOMINICAN REP LOCAL OTHER;18094722;A
4;UGANDA GSM MTN;25678;D
4;SWITZERLAND GSM SUN;41764;A
4;BRAZIL GSM;551195039;A
4;POLAND OLO;48815166;A
4;GABON GSM TELECEL;2415;D
4;INDIA GSM;9182260;A
4;BRAZIL GSM;55115037;A
4;DOMINICAN REP LOCAL OTHER;180937380;A
4;DOMINICAN REP LOCAL OTHER;180951837;A
4;BRAZIL GSM;55115554;A
4;DOMINICAN REP LOCAL OTHER;180948710;A
4;INDIA GSM;9172020;A
4;SOUTH AFRICA PRS;2713080;C
4;BULGARIA OLO;359385;A
4;USA OLO;1660499;A
4;GAMBIA GSM;2203;E
4;SOUTH AFRICA PRS;27210350;C
4;DOMINICAN REP NATIONAL VIVA;18294345;A
4;INDIA GSM;9175309;A
4;THAILAND GSM DTAC;6690661;A
4;COLOMBIA GSM;573;A
4;INDIA GSM;9176930;A
4;JAMAICA GSM DIGICEL;1876402;B
4;FINLAND PRS;35839;A
4;ALBANIA AMC;35549560;B
4;NORWAY GSM NETCOM;47464;A
4;THAILAND GSM DTAC;6690036;A
4;ALBANIA AMC;3552254;B
4;DOMINICAN REP LOCAL OTHER;180973035;A
4;INDIA GSM;9176870;A
4;NICARAGUA GSM;505556;C
4;CHILE RUR;56722198;A
4;INDIA GSM;9177640;A
4;CAMBODIA METFONE;855436;A
4;CHILE EASTER ISLAND;5632255;A
4;POLAND OLO;4814647;A
4;POLAND GSM ERA;48604;A
4;MOROCCO IAM;212523;A
4;JAMAICA GSM;187634;B
4;PORTUGAL GSM NOS;35166923;A
4;REUNION GSM ORANGE;26269322;A
4;COLOMBIA GSM CLARO;57322;A
4;BRAZIL GSM;551195119;A
4;MAYOTTE GSM OTM;26263904;A
4;DOMINICAN REP LOCAL OTHER;180938150;A
4;POLAND GSM PLUS;4872772;A
4;POLAND OLO;48815855;A
4;DOMINICAN REP LOCAL OTHER;1809567;A
4;PORTUGAL GSM VODAFONE;3519204;A
4;DOMINICAN REP LOCAL OTHER;180928948;A
4;POLAND OLO;48598140;A
4;RUSSIA ZONE 2;7865;A
4;DOMINICAN REP LOCAL OTHER;18095403;A
4;UK GSM VODAFONE;447787;A
4;DOMINICAN REP LOCAL OTHER;180947383;A
4;INDIA GSM;9183719;A
4;DOMINICAN REP LOCAL OTHER;18094721;A
4;DENMARK GSM TDC;455258;A
4;INDIA GSM;9184220;A
4;CANADA;1825;A
4;POLAND OLO;48343116;A
4;INDIA CITIES;9189947;A
4;GERMANY GSM TMOBILE;49175;A
4;SWEDEN GSM TELENOR;4673125;A
4;PORTUGAL GSM MEO;35165924;A
4;INDIA GSM;9184710;A
4;DOMINICAN REP GSM;1849450;A
4;INDIA GSM;91735;A
4;SOUTH AFRICA PRS;2741080;C
4;SWEDEN GSM COMVIQ;46736;A
4;DOMINICAN REP GSM;1829203;A
4;INDIA CITIES;9126;A
4;MAYOTTE GSM ORANGE;26263960;A
4;VIETNAM GSM VIETTEL;84162;A
4;POLAND OLO;4812383;A
4;DOMINICAN REP LOCAL OTHER;180995575;A
4;BRAZIL GSM;5511983;A
4;INDIA GSM;9178058;A
4;LITHUANIA PRS;3706691110;G
4;DOMINICAN REP LOCAL OTHER;180926291;A
4;TONGA GSM;67667;G
4;THAILAND GSM DTAC;6690593;A
4;SOUTH AFRICA PRS;27450500;C
4;SOUTH AFRICA PRS;27430513;C
4;DENMARK GSM TELENOR;45812;A
4;DOMINICAN REP GSM;1809230;A
4;CAPE VERDE GSM CVM;23858;C
4;MEXICO GSM ZONE2;521715;A
4;ALBANIA AMC;35588640;B
4;MOROCCO GSM MEDITEL;212777;E
4;SWEDEN GSM TELENOR;4671000002;A
4;DOMINICAN REP LOCAL OTHER;180951856;A
4;POLAND OLO;48158460;A
4;NORWAY GSM NETCOM;474834;A
4;DOMINICAN REP LOCAL OTHER;180974835;A
4;FINLAND GSM SONERA;35842;A
4;DENMARK GSM TDC;459340;A
4;RUSSIA ZONE 2;7831;A
4;UGANDA GSM AIRTEL;25670;C
4;GUADELOUPE;590;A
4;INDIA GSM;9187278;A
4;SERBIA;381;D
4;POLAND OLO;4889536;A
4;DOMINICAN REP LOCAL OTHER;180947632;A
4;MEXICO ZONE2;52613;A
4;CHILE RUR;56522197;A
4;USA OLO;1907670;A
4;SPAIN GSM ORANGE;346884;A
4;ALBANIA AMC;35527323;B
4;CHILE RUR;56632976;A
4;SURINAME GSM;59788;C
4;DENMARK GSM TDC;459440;A
4;CHILE RUR;56552196;A
4;BRUNEI GSM;673228;A
4;INDIA GSM;9187458;A
4;SOUTH AFRICA PRS;2731040;C
4;ALBANIA AMC;35549250;B
4;MAURITANIA GSM MAURITEL;22249;E
4;JORDAN GSM FASTLINK;96279;B
4;DOMINICAN REP GSM;1829969;A
4;UZBEKISTAN GSM;9989;A
4;POLAND OLO;48122599;A
4;GEORGIA GSM;99514;C
4;BURKINA FASO GSM AIRTEL;22665;D
4;INDIA GSM;9170991518;A
4;INDIA GSM;9175370;A
4;PERU RURAL;51638;A
4;COLOMBIA CITIES;571909;A
4;POLAND OLO;488460;A
4;SPAIN GSM VODAFONE;346024;A
4;INDIA GSM;9176158;A
4;POLAND OLO;4832750;A
4;DOMINICAN REP LOCAL OTHER;180936422;A
4;SOUTH AFRICA PRS;27310350;C
4;POLAND OLO;48684;A
4;INDIA GSM;9172250;A
4;NETHERLANDS GSM TL2;31640;A
4;INDIA GSM;9187398;A
4;POLAND GSM PLUS;487398;A
4;BOSNIA GSM BIH;3876038;C
4;DENMARK GSM TDC;457177;A
4;RUSSIA GSM BEELINE;790207;C
4;NETHERLANDS ANT GSM;5993186;B
4;ICELAND GSM;354659;A
4;SWEDEN GSM TELENOR;467190001;A
4;POLAND GSM PLUS;48726;A
4;DOMINICAN REP LOCAL OTHER;1809681;A
4;POLAND OLO;4817307;A
4;SOUTH AFRICA GSM;27874760;A
4;DOMINICAN REP LOCAL OTHER;1829735;A
4;DEM REP OF CONGO GSM;24373;D
4;BRAZIL GSM;551195787;A
4;INDIA GSM RELIANCE;919625;A
4;DENMARK GSM TDC;4525982;A
4;MEXICO ZONE3;52395;A
4;INDIA GSM;918759;A
4;SLOVENIA GSM IPKO;38643;A
4;AUSTRALIA GSM OPTUS;61401;A
4;USA;1544;A
4;DOMINICAN REP LOCAL OTHER;18093750;A
4;NETHERLANDS GSM KPN;31683;A
4;RUSSIA ZONE 2;7848;A
4;BRAZIL GSM;55157;A
4;VIETNAM GSM VIETTEL;84165;A
4;MOROCCO GSM MEDITEL;212664;E
4;POLAND OLO;48672644;A
4;USA OLO;1907389;A
4;POLAND OLO;48427158;A
4;SWEDEN GSM TELIA;467280;A
4;SOUTH AFRICA PRS;27511012;C
4;SWEDEN GSM TELENOR;46724000;A
4;BRAZIL GSM;55115550;A
4;DOMINICAN REP GSM;1809397;A
4;INDIA GSM;9176709;A
4;POLAND OLO;48585266;A
4;BRAZIL GSM;5512981;A
4;INDIA GSM;9189229;A
4;LATVIA OLO;37167663;E
4;MEXICO ZONE2;52469;A
4;USA;1386;A
4;DOMINICAN REP GSM;1849451;A
4;POLAND OLO;48172236;A
4;CHILE RUR;5643197;A
4;JAMAICA GSM;187633;B
4;MEXICO GSM ZONE3;521919;A
4;BRAZIL GSM;55978;A
4;THAILAND GSM DTAC;6690684;A
4;SOUTH AFRICA PRS;2731555;C
4;SOUTH AFRICA PRS;2711699680;C
4;ITALY GSM H3G;39373;A
4;DENMARK GSM TELENOR;458131;A
4;INDIA CITIES;9189922;A
4;DOMINICAN REP LOCAL OTHER;180937287;A
4;POLAND OLO;48397;A
4;DOMINICAN REP LOCAL OTHER;180954993;A
4;MEXICO ZONE3;52629;A
4;GUINEA REP GSM CLCOM;22467;D
4;DOMINICAN REP NATIONAL VIVA;18299963;A
4;PORTUGAL GSM VODAFONE;351609205;A
4;FRENCH GUIANA GSM ONLY;59469405;A
4;UK GSM TMOBILE;447758;A
4;SOUTH AFRICA PRS;27127440;C
4;INDIA GSM;9177190;A
4;INDIA GSM;9186200;A
4;SOUTH AFRICA PRS;27410070;C
4;DOMINICAN REP NATIONAL VIVA;18294348;A
4;PERU RURAL;518229;A
4;POLAND GSM PM4;485369;A
4;USA OLO;1907404;A
4;CHAD;235;C
4;SOUTH AFRICA PRS;2711557575;C
4;PORTUGAL GSM VODAFONE;3519201;A
4;DOMINICAN REP GSM;1809647;A
4;PORTUGAL GSM NOS;351639294;A
4;ALGERIA GSM;21366;F
4;DOMINICAN REP LOCAL OTHER;180926220;A
4;DOMINICAN REP GSM ORANGE;1849889;A
4;DOMINICAN REP LOCAL OTHER;180951838;A
4;NEW CALEDONIA GSM;6879;B
4;DOMINICAN REP LOCAL OTHER;18298939;A
4;SOUTH AFRICA PRS;27104300;C
4;MOROCCO GSM MEDITEL;212656;E
4;DOMINICAN REP GSM VIVA;1849216;A
4;USA;1814;A
4;DOMINICAN REP LOCAL OTHER;180947325;A
4;DOMINICAN REP LOCAL OTHER;180995539;A
4;INDIA GSM;9178560;A
4;SOUTH AFRICA PRS;2710492;C
4;DOMINICAN REP GSM;1829514;A
4;DOMINICA GSM;1767616;B
4;DOMINICAN REP LOCAL OTHER;180978484;A
4;SPAIN GSM TELEFONICA;346436;A
4;BULGARIA OLO;3596592;A
4;POLAND OLO;48413121;A
4;INDONESIA JAKARTA;6221;A
4;INDIA GSM;9186910;A
4;BRAZIL GSM;551195028;A
4;SOUTH AFRICA PRS;271000113;C
4;POLAND GSM PLUS;4872779;A
4;LITHUANIA PRS;37066911113;G
4;POLAND OLO;48122023;A
4;UK GSM O2;44756;A
4;SOUTH AFRICA PRS;27530450;C
4;SWEDEN GSM TELENOR;467615;A
4;UNITED ARAB EMIR GSM DU;97158;B
4;BRAZIL GSM;55116080;A
4;POLAND OLO;48468546;A
4;INDONESIA;62;A
4;THAILAND GSM DTAC;6688894;A
4;SWEDEN GSM HI3G;467618;A
4;BOLIVIA RURAL;59139237;B
4;CHILE RUR;5672197;A
4;MEXICO GSM ZONE2;521381;A
4;DOMINICAN REP LOCAL OTHER;18092416;A
4;MEXICO ZONE3;52776;A
4;NORWAY GSM NETCOM;474593;A
4;BRAZIL GSM;5513981;A
4;TRINIDAD-TOBAGO GSM;1868416;B
4;POLAND OLO;48614157;A
4;MEXICO ZONE2;52626;A
4;INDIA GSM;9175398;A
4;THAILAND GSM DTAC;668376;A
4;DOMINICAN REP LOCAL OTHER;18093786;A
4;ALBANIA AMC;35538423;B
4;INDIA GSM;9176048;A
4;INDIA GSM;9181548;A
4;INDIA GSM RELIANCE;918695;A
4;POLAND OLO;4858699;A
4;INDIA GSM;9184110;A
4;INDIA GSM;9182638;A
4;DOMINICAN REP LOCAL OTHER;180963353;A
4;THAILAND GSM DTAC;6690639;A
4;KENYA GSM SAFARICOM;254795;B
4;DENMARK GSM TELIA;454298;A
4;DOMINICAN REP GSM;1809512;A
4;INDIA GSM;9187329;A
4;DENMARK GSM TDC;455060;A
4;LITHUANIA PRS;37066911117;G
4;MEXICO ZONE2;52916;A
4;POLAND OLO;48614151;A
4;INDIA GSM;9177490;A
4;INDIA GSM;9184069;A
4;HAITI GSM DIGICEL;50936;F
4;CHILE RUR;5622868;A
4;PORTUGAL GSM VODAFONE;351609202;A
4;DOMINICAN REP GSM ORANGE;1829878;A
4;KIRIBATI;686;G
4;POLAND OLO;4832666;A
4;ALBANIA AMC;35589280;B
4;POLAND OLO;48426660;A
4;BOLIVIA RURAL;59139317;B
4;CHILE RUR;5657196;A
4;INDIA GSM;9182588;A
4;LEBANON GSM MTC;96137;B
4;INDIA GSM;9183768;A
4;LATVIA OLO;371660;E
4;DOMINICAN REP LOCAL OTHER;18094720;A
4;LITHUANIA GSM BITE;3706618;E
4;INDIA GSM;917377;A
4;AUSTRALIA GSM TELSTR;614887;A
4;ALBANIA AMC;35536923;B
4;SRI LANKA GSM;947;B
4;MOROCCO GSM IAM;212651;E
4;GABON GSM AZUR;24103;F
4;BRAZIL GSM;55115113;A
4;SPAIN GSM YOIGO;347226;A
4;DOMINICAN REP LOCAL OTHER;180958796;A
4;MEXICO ZONE2;52374;A
4;MEXICO ZONE3;52422;A
4;UK GSM HI3G;447863;A
4;MEXICO GSM ZONE2;521493;A
4;PHILIPPINES GSM SMAR;63813;B
4;DOMINICAN REP GSM ORANGE;1829714;A
4;MEXICO ZONE3;52969;A
4;SLOVAKIA GSM ORANGE;421908;A
4;DOMINICAN REP LOCAL OTHER;180973525;A
4;SOUTH AFRICA PRS;27472850;C
4;SOUTH AFRICA PRS;27124509;C
4;BOLIVIA RURAL;59139532;B
4;POLAND OLO;48146346;A
4;DOMINICAN REP LOCAL OTHER;180925589;A
4;MEXICO GSM ZONE3;521652;A
4;INDIA GSM RELIANCE;918305;A
4;DOMINICAN REP GSM;1829788;A
4;SOUTH AFRICA PRS;27100303;C
4;DOMINICAN REP GSM ORANGE;1849858;A
4;THAILAND GSM DTAC;6690690;A
4;INDIA GSM;9185589;A
4;ALBANIA AMC;35558693;B
4;SPAIN GSM ORANGE;346120;A
4;UK GSM O2;447106;A
4;DOMINICAN REP LOCAL OTHER;180926264;A
4;POLAND OLO;4832757;A
4;SIERRA LEONE GSM;23255;D
4;POLAND GSM PLUS;4873720;A
4;SPAIN GSM TELEFONICA;34630;A
4;MEXICO ZONE3;52723;A
4;MEXICO GSM ZONE2;521434;A
4;LATVIA GSM TELE2;371203;D
4;POLAND OLO;48468165;A
4;INDIA GSM;9175319;A
4;DOMINICAN REP GSM;180951569;A
4;DOMINICAN REP GSM;1829391;A
4;CYPRUS NORTH GSM;9053383;B
4;DOMINICAN REP LOCAL OTHER;180995566;A
4;SOUTH AFRICA PRS;2711883276;C
4;LIBYA GSM;21893;D
4;INDIA GSM;9176748;A
4;NORWAY GSM TELENOR;479620;A
4;INDIA GSM;9175320;A
4;LATVIA OLO;3716303;E
4;DOMINICAN REP GSM;1829337;A
4;INDIA GSM;9199;A
4;INDIA GSM;9172280;A
4;BRAZIL GSM;55679;A
4;MOROCCO MEDITEL;212530;B
4;DOMINICAN REP LOCAL OTHER;18093854;A
4;BRAZIL GSM;5521799;A
4;INDIA GSM VODAFONE;918142;A
4;DOMINICAN REP GSM;1829694;A
4;BRAZIL GSM;551195020;A
4;SOUTH AFRICA PRS;2710598;C
4;DOMINICAN REP LOCAL OTHER;18095648;A
4;MARTINIQUE GSM ORA;59669684;A
4;AUSTRIA GSM;43670;A
4;INDIA GSM;9178650;A
4;UK GSM ORANGE;447980;A
4;TONGA GSM;67677;G
4;NIGER GSM AIRTEL;22798;B
4;CHILE RUR;56752196;A
4;BOLIVIA RURAL;59122971;B
4;POLAND OLO;4852367;A
4;LATVIA OLO;3716788;E
4;INDIA GSM;918828;A
4;THAILAND GSM DTAC;6688853;A
4;POLAND OLO;4815818;A
4;MEXICO ZONE3;52423;A
4;SOUTH AFRICA PRS;27113533;C
4;BAHRAIN GSM;9736300;B
4;DOMINICAN REP LOCAL OTHER;180969540;A
4;BRAZIL GSM;55219691;A
4;NORWAY GSM NETCOM;479968;A
4;MOROCCO GSM WANA FULL MOBILITY;212687;E
4;SOUTH AFRICA PRS;2721003;C
4;INDIA GSM;918002;A
4;AUSTRALIA GSM OPTUS;614790;A
4;BARBADOS GSM;1246447;B
4;INDIA GSM RELIANCE;919026;A
4;ALBANIA AMC;35537283;B
4;DENMARK GSM TELENOR;457191;A
4;INDIA GSM;9175820;A
4;POLAND OLO;48583288;A
4;DOMINICAN REP LOCAL OTHER;180968381;A
4;JAMAICA GSM DIGICEL;1876559;B
4;SOUTH AFRICA PRS;27531610;C
4;INDIA GSM;9178470;A
4;LATVIA GSM BITE;371207;A
4;GUYANA GSM DIGICEL;592603;A
4;NIUE;683;G
4;REUNION GSM SRR;26269275;A
4;DOMINICAN REP LOCAL OTHER;180972620;A
4;URUGUAY GSM;59889;B
4;SWEDEN PRS;4675;A
4;SOUTH AFRICA GSM MTN;27710;B
4;POLAND OLO;48447165;A
4;BRAZIL GSM;55718;A
4;POLAND OLO;4832701;A
4;GUATEMALA GSM;5025;B
4;DOMINICAN REP LOCAL OTHER;180954829;A
4;SPAIN GSM ORANGE;346982;A
4;USA;1754;A
4;INDIA GSM;9177620;A
4;SOUTH AFRICA PRS;271187116;C
4;SOUTH AFRICA PRS;27102760;C
4;AUSTRIA PRS;43892012;B
4;SIERRA LEONE GSM;23250;D
4;INDIA GSM;918896;A
4;NORWAY PRS;4704;B
4;CYPRUS NORTH GSM;9053386;B
4;DOMINICAN REP GSM VIVA;1809420;A
4;SIERRA LEONE GSM;23225;D
4;DOMINICAN REP LOCAL OTHER;180954838;A
4;UK GSM VODAFONE;447774;A
4;SOUTH AFRICA PRS;27484660;C
4;POLAND OLO;48833789;A
4;GUYANA GSM DIGICEL;592601;A
4;BELGIUM GSM;324669;D
4;DOMINICAN REP LOCAL OTHER;18092551;A
4;POLAND OLO;48323322;A
4;INDIA GSM;9187150;A
4;INDIA GSM;9176609;A
4;INDIA GSM;9178118;A
4;DOMINICAN REP GSM VIVA;1809818;A
4;INDIA GSM;9177470;A
4;POLAND GSM PM4;487991;A
4;ALBANIA AMC;35548855;B
4;GEORGIA GSM;99590;C
4;DOMINICAN REP GSM;1829837;A
4;PERU RURAL;517463;A
4;POLAND OLO;48483778;A
4;BARBADOS GSM;1246446;B
4;POLAND GSM ERA;487954;A
4;DENMARK GSM TELENOR;454270;A
4;POLAND OLO;483339;A
4;CANADA;1418;A
4;REUNION GSM SRR;26269290;A
4;MEXICO GSM ZONE3;521342;A
4;DOMINICAN REP GSM;1829217;A
4;SOUTH AFRICA PRS;27313504;C
4;DOMINICAN REP LOCAL OTHER;180954990;A
4;CHILE TELCOY;5667233;A
4;ALGERIA GSM ORASCOM;21379;E
4;MONTENEGRO;382;B
4;MEXICO GSM ZONE3;521375;A
4;CAMBODIA METFONE;855446;A
4;ECUADOR GSM PORTA;593981;B
4;SOUTH AFRICA PRS;2747554;C
4;DOMINICAN REP GSM VIVA;1809447;A
4;CHILE RUR;56432197;A
4;DOMINICAN REP LOCAL OTHER;18092471;A
4;POLAND OLO;4814640;A
4;POLAND OLO;4812374;A
4;DOMINICAN REP GSM;1809451;A
4;DOMINICAN REP LOCAL OTHER;18093726;A
4;ALBANIA AMC;35589480;B
4;DOMINICAN REP LOCAL OTHER;18097946;A
4;MEXICO GSM ZONE3;521376;A
4;MOROCCO GSM IAM;212642;E
4;SOUTH AFRICA PRS;27160130;C
4;PERU RURAL;517364;A
4;CHILE RUR;56432971;A
4;UK GSM O2;4478928;A
4;BOLIVIA RURAL;59139319;B
4;NORWAY GSM TELENOR;474695;A
4;BULGARIA OLO;3599718;A
4;REUNION GSM ORANGE;26269366;A
4;CAMEROON PRS;237222945;A
4;INDIA GSM;9181539;A
4;PUERTO RICO GSM;1787210;A
4;CROATIA GSM VIPNET;38591;A
4;POLAND GSM PLUS;4873995;A
4;ALBANIA AMC;35548750;B
4;POLAND OLO;48225260;A
4;MEXICO ZONE3;52864;A
4;SOUTH AFRICA PRS;2751011;C
4;LATVIA GSM TELE2;371268;D
4;UK GSM ALTERNATIVE NETWORK;44775530;C
4;IVORY COAST GSM MOOV;22572;D
4;POLAND GSM PLUS;48887;A
4;ALBANIA AMC;35524409;B
4;INDIA GSM;9188629;A
4;NIGERIA GSM;234819;A
4;UK GSM HI3G;447491;A
4;ALBANIA AMC;35557770;B
4;ANGUILLA GSM;1264584;F
4;LUXEMBOURG GSM POST LUXEMBOURG;352628;A
4;SOUTH AFRICA PRS;27410060;C
4;MADAGASCAR PRS;26120889005;G
4;JAMAICA GSM DIGICEL;1876275;B
4;POLAND OLO;4848307;A
4;INDIA GSM;9181579;A
4;DOMINICAN REP LOCAL OTHER;1809274;A
4;POLAND OLO;4861449;A
4;MEXICO ZONE3;52923;A
4;DOMINICAN REP GSM;1809292;A
4;POLAND OLO;483276;A
4;POLAND GSM PM4;4869954;A
4;AZERBAIJAN GSM;99460;C
4;DOMINICAN REP LOCAL OTHER;180928986;A
4;THAILAND GSM DTAC;6690054;A
4;HAITI GSM NATCOM;50940;F
4;MOROCCO GSM MEDITEL;212612;E
4;NICARAGUA GSM;505554;C
4;LEBANON GSM;961812;B
4;MACAO GSM;8536;A
4;PERU RURAL;514363;A
4;USA;1710;A
4;DOMINICAN REP LOCAL OTHER;18092871;A
4;INDIA GSM;9184688;A
4;ALBANIA AMC;35587672;B
4;INDIA GSM;9181570;A
4;BRAZIL GSM;553592;A
4;SWITZERLAND GSM;4179977;B
4;UNITED ARAB EMIR GSM DU;97155;B
4;INDIA GSM;9176918;A
4;MAYOTTE ISLAND GSM;262639;A
4;BULGARIA OLO;359649;A
4;BRAZIL GSM;55756;A
4;BRAZIL GSM;551195117;A
4;INDIA GSM;9175598;A
4;DOMINICAN REP GSM;1809325;A
4;USA;1234;A
4;AUSTRIA PRS;43892041;B
4;THAILAND GSM DTAC;6690729;A
4;SOUTH AFRICA PRS;27220070;C
4;POLAND OLO;48323395;A
4;INDIA GSM;9178340;A
